OCC_CODE,REPORT_DATE,NAICS,NAICS_TITLE,TOT_EMP
29-1069,2018-05-01,999200,"State Government, excluding schools and hospitals (OES Designation)",1440
29-1069,2018-05-01,999300,"Local Government, excluding schools and hospitals (OES Designation)",2000
29-1071,2002-05-01,541600,"Management, Scientific, and Technical Consulting Services",0
29-1071,2002-05-01,541700,Scientific Research and Development Services,140
29-1071,2002-05-01,551100,Management of Companies and Enterprises,310
29-1071,2002-05-01,561100,Office Administrative Services,0
29-1071,2002-05-01,561300,Employment Services,0
29-1071,2002-05-01,611300,"Colleges, Universities, and Professional Schools",1120
29-1071,2002-05-01,621100,Offices of Physicians,33800
29-1071,2002-05-01,621200,Offices of Dentists,700
29-1071,2002-05-01,621300,Offices of Other Health Practitioners,1330
29-1071,2002-05-01,621400,Outpatient Care Centers,3010
29-1071,2002-05-01,621500,Medical and Diagnostic Laboratories,200
29-1071,2002-05-01,621600,Home Health Care Services,220
29-1071,2002-05-01,621900,Other Ambulatory Health Care Services,210
29-1071,2002-05-01,622100,General Medical and Surgical Hospitals,15670
29-1071,2002-05-01,622200,Psychiatric and Substance Abuse Hospitals,180
29-1071,2002-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,230
29-1071,2002-05-01,623100,Nursing Care Facilities,180
29-1071,2002-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",60
29-1071,2002-05-01,624100,Individual and Family Services,60
29-1071,2002-05-01,999100,Federal Executive Branch and United States Postal Service (OES designation),2250
29-1071,2002-05-01,999200,State Government (OES designation),280
29-1071,2002-05-01,999300,Local Government (OES designation),350
29-1071,2003-05-01,541700,Scientific Research and Development Services,140
29-1071,2003-05-01,551100,Management of Companies and Enterprises,410
29-1071,2003-05-01,561100,Office Administrative Services,390
29-1071,2003-05-01,561300,Employment Services,360
29-1071,2003-05-01,611300,"Colleges, Universities, and Professional Schools",1230
29-1071,2003-05-01,621100,Offices of Physicians,31780
29-1071,2003-05-01,621200,Offices of Dentists,620
29-1071,2003-05-01,621300,Offices of Other Health Practitioners,1330
29-1071,2003-05-01,621400,Outpatient Care Centers,3060
29-1071,2003-05-01,621500,Medical and Diagnostic Laboratories,280
29-1071,2003-05-01,621600,Home Health Care Services,180
29-1071,2003-05-01,621900,Other Ambulatory Health Care Services,130
29-1071,2003-05-01,622100,General Medical and Surgical Hospitals,15770
29-1071,2003-05-01,622200,Psychiatric and Substance Abuse Hospitals,180
29-1071,2003-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,230
29-1071,2003-05-01,623100,Nursing Care Facilities,210
29-1071,2003-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",50
29-1071,2003-05-01,624100,Individual and Family Services,80
29-1071,2003-05-01,999100,Federal Executive Branch and United States Postal Service (OES designation),2270
29-1071,2003-05-01,999200,State Government (OES designation),280
29-1071,2003-05-01,999300,Local Government (OES designation),460
29-1071,2003-11-01,541700,Scientific Research and Development Services,160
29-1071,2003-11-01,551100,Management of Companies and Enterprises,450
29-1071,2003-11-01,561100,Office Administrative Services,0
29-1071,2003-11-01,561300,Employment Services,360
29-1071,2003-11-01,611300,"Colleges, Universities, and Professional Schools",1350
29-1071,2003-11-01,621100,Offices of Physicians,34730
29-1071,2003-11-01,621200,Offices of Dentists,570
29-1071,2003-11-01,621300,Offices of Other Health Practitioners,1430
29-1071,2003-11-01,621400,Outpatient Care Centers,3180
29-1071,2003-11-01,621500,Medical and Diagnostic Laboratories,280
29-1071,2003-11-01,621600,Home Health Care Services,200
29-1071,2003-11-01,621900,Other Ambulatory Health Care Services,130
29-1071,2003-11-01,622100,General Medical and Surgical Hospitals,14150
29-1071,2003-11-01,622200,Psychiatric and Substance Abuse Hospitals,180
29-1071,2003-11-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,150
29-1071,2003-11-01,623100,Nursing Care Facilities,210
29-1071,2003-11-01,624100,Individual and Family Services,80
29-1071,2003-11-01,999100,Federal Executive Branch ,2360
29-1071,2003-11-01,999200,State Government (OES designation),290
29-1071,2003-11-01,999300,Local Government (OES designation),470
29-1071,2004-05-01,541700,Scientific Research and Development Services,130
29-1071,2004-05-01,551100,Management of Companies and Enterprises,470
29-1071,2004-05-01,561100,Office Administrative Services,560
29-1071,2004-05-01,561300,Employment Services,510
29-1071,2004-05-01,611300,"Colleges, Universities, and Professional Schools",1390
29-1071,2004-05-01,621100,Offices of Physicians,32300
29-1071,2004-05-01,621200,Offices of Dentists,610
29-1071,2004-05-01,621300,Offices of Other Health Practitioners,1290
29-1071,2004-05-01,621400,Outpatient Care Centers,3250
29-1071,2004-05-01,621500,Medical and Diagnostic Laboratories,250
29-1071,2004-05-01,621600,Home Health Care Services,170
29-1071,2004-05-01,621900,Other Ambulatory Health Care Services,120
29-1071,2004-05-01,622100,General Medical and Surgical Hospitals,13890
29-1071,2004-05-01,622200,Psychiatric and Substance Abuse Hospitals,210
29-1071,2004-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,170
29-1071,2004-05-01,623100,Nursing Care Facilities,130
29-1071,2004-05-01,624100,Individual and Family Services,90
29-1071,2004-05-01,624400,Child Day Care Services,0
29-1071,2004-05-01,999100,Federal Executive Branch,2400
29-1071,2004-05-01,999200,State Government (OES designation),290
29-1071,2004-05-01,999300,Local Government (OES designation),470
29-1071,2004-11-01,541700,Scientific Research and Development Services,160
29-1071,2004-11-01,551100,Management of Companies and Enterprises,440
29-1071,2004-11-01,561100,Office Administrative Services,570
29-1071,2004-11-01,561300,Employment Services,530
29-1071,2004-11-01,611300,"Colleges, Universities, and Professional Schools",1550
29-1071,2004-11-01,621100,Offices of Physicians,33040
29-1071,2004-11-01,621200,Offices of Dentists,250
29-1071,2004-11-01,621300,Offices of Other Health Practitioners,1220
29-1071,2004-11-01,621400,Outpatient Care Centers,3940
29-1071,2004-11-01,621500,Medical and Diagnostic Laboratories,130
29-1071,2004-11-01,621600,Home Health Care Services,150
29-1071,2004-11-01,621900,Other Ambulatory Health Care Services,130
29-1071,2004-11-01,622100,General Medical and Surgical Hospitals,16340
29-1071,2004-11-01,622200,Psychiatric and Substance Abuse Hospitals,230
29-1071,2004-11-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,170
29-1071,2004-11-01,623100,Nursing Care Facilities,140
29-1071,2004-11-01,624100,Individual and Family Services,80
29-1071,2004-11-01,999100,Federal Executive Branch ,2480
29-1071,2004-11-01,999200,State Government (OES designation),310
29-1071,2004-11-01,999300,Local Government (OES designation),490
29-1071,2005-05-01,524100,Insurance Carriers,120
29-1071,2005-05-01,541700,Scientific Research and Development Services,190
29-1071,2005-05-01,551100,Management of Companies and Enterprises,0
29-1071,2005-05-01,561100,Office Administrative Services,440
29-1071,2005-05-01,561300,Employment Services,650
29-1071,2005-05-01,611300,"Colleges, Universities, and Professional Schools",1500
29-1071,2005-05-01,621100,Offices of Physicians,35670
29-1071,2005-05-01,621300,Offices of Other Health Practitioners,1180
29-1071,2005-05-01,621400,Outpatient Care Centers,4620
29-1071,2005-05-01,621500,Medical and Diagnostic Laboratories,190
29-1071,2005-05-01,621600,Home Health Care Services,170
29-1071,2005-05-01,621900,Other Ambulatory Health Care Services,0
29-1071,2005-05-01,622100,General Medical and Surgical Hospitals,13930
29-1071,2005-05-01,622200,Psychiatric and Substance Abuse Hospitals,200
29-1071,2005-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,190
29-1071,2005-05-01,623100,Nursing Care Facilities,100
29-1071,2005-05-01,624100,Individual and Family Services,70
29-1071,2005-05-01,999100,Federal Executive Branch,2480
29-1071,2005-05-01,999200,State Government (OES designation),300
29-1071,2005-05-01,999300,Local Government (OES designation),480
29-1071,2006-05-01,541700,Scientific Research and Development Services,200
29-1071,2006-05-01,551100,Management of Companies and Enterprises,140
29-1071,2006-05-01,561100,Office Administrative Services,340
29-1071,2006-05-01,561300,Employment Services,790
29-1071,2006-05-01,611300,"Colleges, Universities, and Professional Schools",1450
29-1071,2006-05-01,621100,Offices of Physicians,35760
29-1071,2006-05-01,621300,Offices of Other Health Practitioners,1040
29-1071,2006-05-01,621400,Outpatient Care Centers,4170
29-1071,2006-05-01,621500,Medical and Diagnostic Laboratories,160
29-1071,2006-05-01,621600,Home Health Care Services,110
29-1071,2006-05-01,621900,Other Ambulatory Health Care Services,120
29-1071,2006-05-01,622100,General Medical and Surgical Hospitals,14530
29-1071,2006-05-01,622200,Psychiatric and Substance Abuse Hospitals,230
29-1071,2006-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,400
29-1071,2006-05-01,623100,Nursing Care Facilities,80
29-1071,2006-05-01,624100,Individual and Family Services,0
29-1071,2006-05-01,999100,Federal Executive Branch (OES designation),1950
29-1071,2006-05-01,999200,State Government (OES designation),280
29-1071,2006-05-01,999300,Local Government (OES designation),460
29-1071,2007-05-01,541600,"Management, Scientific, and Technical Consulting Services",0
29-1071,2007-05-01,541700,Scientific Research and Development Services,190
29-1071,2007-05-01,551100,Management of Companies and Enterprises,170
29-1071,2007-05-01,561100,Office Administrative Services,340
29-1071,2007-05-01,561200,Facilities Support Services,30
29-1071,2007-05-01,561300,Employment Services,730
29-1071,2007-05-01,611300,"Colleges, Universities, and Professional Schools",1790
29-1071,2007-05-01,621100,Offices of Physicians,37440
29-1071,2007-05-01,621200,Offices of Dentists,0
29-1071,2007-05-01,621300,Offices of Other Health Practitioners,1040
29-1071,2007-05-01,621400,Outpatient Care Centers,5230
29-1071,2007-05-01,621500,Medical and Diagnostic Laboratories,230
29-1071,2007-05-01,621600,Home Health Care Services,40
29-1071,2007-05-01,621900,Other Ambulatory Health Care Services,210
29-1071,2007-05-01,622100,General Medical and Surgical Hospitals,15340
29-1071,2007-05-01,622200,Psychiatric and Substance Abuse Hospitals,250
29-1071,2007-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,490
29-1071,2007-05-01,623100,Nursing Care Facilities,80
29-1071,2007-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",30
29-1071,2007-05-01,624100,Individual and Family Services,0
29-1071,2007-05-01,999100,Federal Executive Branch (OES designation),1980
29-1071,2007-05-01,999200,State Government (OES designation),300
29-1071,2007-05-01,999300,Local Government (OES designation),520
29-1071,2008-05-01,541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",60
29-1071,2008-05-01,541600,"Management, Scientific, and Technical Consulting Services",0
29-1071,2008-05-01,541700,Scientific Research and Development Services,160
29-1071,2008-05-01,551100,Management of Companies and Enterprises,170
29-1071,2008-05-01,561100,Office Administrative Services,220
29-1071,2008-05-01,561300,Employment Services,650
29-1071,2008-05-01,611300,"Colleges, Universities, and Professional Schools",1960
29-1071,2008-05-01,621100,Offices of Physicians,38820
29-1071,2008-05-01,621200,Offices of Dentists,540
29-1071,2008-05-01,621300,Offices of Other Health Practitioners,1340
29-1071,2008-05-01,621400,Outpatient Care Centers,6140
29-1071,2008-05-01,621500,Medical and Diagnostic Laboratories,310
29-1071,2008-05-01,621600,Home Health Care Services,50
29-1071,2008-05-01,621900,Other Ambulatory Health Care Services,240
29-1071,2008-05-01,622100,General Medical and Surgical Hospitals,16820
29-1071,2008-05-01,622200,Psychiatric and Substance Abuse Hospitals,270
29-1071,2008-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,580
29-1071,2008-05-01,623100,Nursing Care Facilities,70
29-1071,2008-05-01,624100,Individual and Family Services,50
29-1071,2008-05-01,812100,Personal Care Services,0
29-1071,2008-05-01,999100,Federal Executive Branch (OES Designation),2100
29-1071,2008-05-01,999200,State Government (OES Designation),310
29-1071,2008-05-01,999300,Local Government (OES Designation),650
29-1071,2009-05-01,541600,"Management, Scientific, and Technical Consulting Services",0
29-1071,2009-05-01,541700,Scientific Research and Development Services,250
29-1071,2009-05-01,551100,Management of Companies and Enterprises,80
29-1071,2009-05-01,561100,Office Administrative Services,0
29-1071,2009-05-01,561300,Employment Services,620
29-1071,2009-05-01,611300,"Colleges, Universities, and Professional Schools",1710
29-1071,2009-05-01,621100,Offices of Physicians,42440
29-1071,2009-05-01,621200,Offices of Dentists,0
29-1071,2009-05-01,621300,Offices of Other Health Practitioners,1330
29-1071,2009-05-01,621400,Outpatient Care Centers,6370
29-1071,2009-05-01,621500,Medical and Diagnostic Laboratories,320
29-1071,2009-05-01,621600,Home Health Care Services,80
29-1071,2009-05-01,621900,Other Ambulatory Health Care Services,240
29-1071,2009-05-01,622100,General Medical and Surgical Hospitals,18330
29-1071,2009-05-01,622200,Psychiatric and Substance Abuse Hospitals,410
29-1071,2009-05-01,622300,Specialty (except Psychiatric and Substance Abuse) Hospitals,630
29-1071,2009-05-01,623100,Nursing Care Facilities,60
29-1071,2009-05-01,623200,"Residential Mental Retardation, Mental Health and Substance Abuse Facilities",40
29-1071,2009-05-01,624100,Individual and Family Services,0
29-1071,2009-05-01,999100,Federal Executive Branch (OES Designation),2220
